p,phat,new_p,new_phat,phat_mc,new_p_mc,new_phat_mc,phat_de,new_p_de,new_phat_de,phat_bs,new_p_bs,new_phat_bs
1e-10,0.0,2.337737737603964e-10,0.0,0.0,2.1147814480033035e-10,0.0,0.0,2.672172172004955e-10,0.0,0.0,1.6370179702876018e-10,0.0
0.001001001100900901,0.0008938680650735951,0.0016771529952155965,0.0014897801084559918,0.0006555032477206364,0.0012307940125295136,0.0007746856563971158,0.0005959120433823967,0.0013000434049773052,0.0008938680650735951,0.001072641678088314,0.000637655789551547,0.0008342768607353555
0.002002002101801802,0.001668553721470711,0.004192882003604555,0.003337107442941422,0.0011322328824265539,0.0028783540625229036,0.00184732733448543,0.0014301889041177522,0.0020859478351355583,0.0014301889041177522,0.0024432393778678267,0.0012225594318435284,0.0013110064954412728
0.003003003102702703,0.002562421786544306,0.005927030171708591,0.004588522734044455,0.0019069185388236696,0.0037620204615181245,0.002383648173529587,0.0024432393778678267,0.0033699510123270204,0.0028007866038972646,0.00363506346463262,0.0017375889757990956,0.002204874560514868
0.004004004103603603,0.0030391514212502234,0.007326372912131004,0.0060187116381622075,0.002562421786544306,0.004638606094902075,0.003337107442941422,0.003456289851617901,0.0046488647985996855,0.004052201895000298,0.004707705142720934,0.0023278034451405206,0.0028007866038972646
0.005005005104504504,0.004230975508015017,0.008543715470571435,0.006793397294559323,0.00363506346463262,0.005882203215483205,0.0041713843036767775,0.0045289315297062155,0.005843296335389967,0.005363208390441571,0.005720755616471009,0.0029973418522827575,0.00363506346463262
0.006006006105405405,0.004707705142720934,0.009560511650104197,0.00727012692926524,0.004290566712353256,0.007902797981754812,0.00542279959477981,0.005601573207794529,0.007383402472537638,0.006674214885882844,0.006555032477206364,0.0036352670614858383,0.0043501579166914965
0.007007007106306307,0.00554198200345629,0.010674839234936267,0.008163994994338836,0.004648113938382695,0.008851627924852407,0.006078302842500447,0.006376258864191645,0.008395198878663105,0.007448900542279959,0.007746856563971158,0.004272922687335588,0.004946069960073893
0.008008008107207207,0.006435850068529885,0.012389767409161062,0.00929622787676539,0.00542279959477981,0.011012741963009848,0.007925630176985877,0.007031762111912282,0.009762139781796197,0.008819498242059472,0.00899827185507419,0.0049105783131853376,0.0054823907991180506
0.009009009108108108,0.006912579703235802,0.01394688005864944,0.010547643167868423,0.006257076455515166,0.01223008452145028,0.008700315833382993,0.007985221381324117,0.011150790661523234,0.009951731124486026,0.010488051963530183,0.005548233939035087,0.0061974852511769265
0.010010010109009008,0.007568082950956439,0.01608642971862945,0.012156605685000894,0.007091353316250521,0.01349086847670861,0.009892139920147786,0.00899827185507419,0.012542962516362919,0.01114355521125082,0.011620284845956737,0.006145915462778297,0.006614623681544604
0.01101101110990991,0.008283177403015315,0.017467632369501065,0.013110064954412729,0.007925630176985877,0.01449397362930701,0.010726416780883142,0.009892139920147786,0.013551855040223808,0.011858649663309696,0.01275251772838329,0.006641869838439215,0.007091353316250521
0.012012012110810811,0.008938680650735952,0.019411470440498593,0.015016983493236399,0.008581133424706512,0.015518688770328422,0.011322328824265539,0.010726416780883142,0.01451711083190671,0.01299088254573625,0.014242297836839283,0.007148289582723637,0.007806447768309397
0.013013013111711711,0.009653775102794828,0.020628775583031087,0.015732077945295273,0.009355819081103629,0.016907498319021497,0.012514152911030332,0.011381920028603778,0.01600424274415975,0.01459984506286872,0.015136165901912878,0.007683920308437426,0.008461951016030034
0.014014014112612614,0.010666825576544902,0.022164752027597226,0.016625946010368868,0.010428460759191942,0.018109773056930262,0.013467612180442167,0.012454561706692091,0.01696577191304352,0.015732077945295273,0.01668553721470711,0.008301817727962776,0.00929622787676539
