p,phat,new_p,new_phat,phat_mc,new_p_mc,new_phat_mc,phat_de,new_p_de,new_phat_de,phat_bs,new_p_bs,new_phat_bs
1e-10,0.0,1.2969636302672673e-10,0.0,0.0,1.2969636302672673e-10,0.0,0.0,1.7795295294515765e-10,0.0,0.0,2.5590590589031533e-10,0.0
0.001001001100900901,0.0015968318855390904,0.00029726102082506265,0.0007026060296371997,0.0019161982626469086,0.00029726102082506265,0.0007026060296371997,0.0014052120592743995,0.0007803100171657895,0.0010858456821665815,0.0017884517118037812,0.0015606199343315792,0.002682677567705672
0.002002002101801802,0.0037685232498722533,0.0005945219119537624,0.0010858456821665815,0.0035769034236075624,0.0005945219119537624,0.0012774655084312723,0.0036407766990291263,0.001640565392875444,0.002874297393970363,0.002874297393970363,0.004416495443940269,0.005556974961676035
0.003003003102702703,0.005684721512519162,0.000891782803082462,0.0014690853346959632,0.0061957077158916705,0.000891782803082462,0.001852324987225345,0.005429228410832907,0.0024660548207040755,0.004343382728666326,0.003960143076136944,0.005908812021276933,0.006387327542156361
0.004004004103603603,0.00811190597853858,0.0011655383700473788,0.002043944813490036,0.007856412876852325,0.0012203841264295382,0.0022355646397547264,0.007153806847215125,0.0032193244868931104,0.005748594787940726,0.004982115482881962,0.0087977869991103,0.009325498211548287
0.005005005104504504,0.010283597342871742,0.0014256416497849908,0.0024271844660194173,0.009836484414920797,0.0015671884994130209,0.0031297904956566172,0.009197751660705161,0.003912933232860075,0.007026060296371998,0.005876341338783853,0.010100691691113583,0.010858456821665814
0.006006006105405405,0.012263668880940215,0.0016857449295226033,0.0029381706693919264,0.011816555952989269,0.001913992872396504,0.0034491568727644355,0.011241696474195196,0.004778695657462309,0.008878385283597343,0.006578947368421052,0.012737963473103284,0.01341338783852836
0.007007007106306307,0.014882473173224322,0.0019458482092602155,0.003513030148185999,0.014371486969851814,0.002334738714973754,0.004471129279509453,0.012838528359734288,0.005470836362945237,0.010475217169136432,0.00740929994890138,0.015233117973781424,0.01628768523249872
0.008008008107207207,0.01660705160960654,0.0022739346180631697,0.004343382728666326,0.01641543178334185,0.0027806300516668037,0.005493101686254471,0.014946346448645887,0.006080237879497156,0.011369443025038324,0.008622892181911089,0.01698946218736535,0.01801226366888094
0.009009009108108108,0.019672968829841594,0.0026207389910466524,0.0049182422074603984,0.018267756770567193,0.0031677007868711293,0.006387327542156361,0.01730965763924374,0.006600444438972381,0.012519161982626469,0.009964230965763925,0.01976107404558149,0.021397547266223813
0.010010010109009008,0.024335717935615737,0.0029675433640301355,0.005620848237097598,0.020375574859478794,0.0034962522981186388,0.006770567194685743,0.019353602452733775,0.007120650998447605,0.013094021461420541,0.010539090444557997,0.02111170254511759,0.023058252427184466
0.01101101110990991,0.03315022994379152,0.003470020054169076,0.00670669391926418,0.02241951967296883,0.003824803809366149,0.00740929994890138,0.0243995912110373,0.0076408575579228295,0.014243740419008687,0.01200817577925396,0.022393622179090363,0.02452733776188043
0.012012012110810811,0.04464741951967297,0.0039902266136443,0.00811190597853858,0.024335717935615737,0.004222286651541377,0.00830352580480327,0.028168114460909555,0.008139198973085076,0.015329586101175269,0.012838528359734288,0.0239413591818658,0.027273888605007665
0.013013013111711711,0.05339805825242718,0.004293392143326987,0.008878385283597343,0.025932549821154827,0.0047024773218261985,0.009389371486969852,0.03787685232498723,0.008585090309778125,0.016543178334184977,0.013732754215636177,0.027044812831520736,0.03193663771078181
0.014014014112612614,0.057230454777721,0.004590653034455687,0.009133878385283596,0.02804036791006643,0.005182667992111022,0.010155850792028616,0.04701073071027082,0.009032671841729872,0.017373530914665303,0.014754726622381196,0.02860543250994641,0.033916709248850284
0.015015015113513514,0.058763413387838526,0.004887913925584386,0.009964230965763925,0.03033980582524272,0.0056628586623958446,0.010922330097087379,0.05390904445579969,0.009512862512014695,0.018140010219724067,0.015840572304547777,0.03180357575106849,0.03749361267245784
0.016016016114414416,0.059913132345426674,0.005150526795134512,0.01060296371997956,0.03244762391415432,0.00610498176954865,0.012135922330097087,0.06457588145120081,0.009993053182299518,0.019161982626469086,0.01699029126213592,0.03357354226635548,0.03979305058763413
0.01701701711531532,0.06176545733265202,0.005390622130276924,0.01111394992335207,0.03442769545222279,0.006451786142532134,0.01290240163515585,0.07211292795094533,0.010511846664548952,0.021844660194174758,0.01801226366888094,0.03503824166374632,0.04151762902401635
0.018018018116216217,0.06329841594276954,0.0056307174654193345,0.011624936126724578,0.03730199284619315,0.0067985905155156165,0.013796627491057742,0.08546244251405212,0.01103043459986154,0.0243995912110373,0.01922585590189065,0.03710016347567613,0.04464741951967297
0.01901901911711712,0.06489524782830863,0.005870812800561747,0.01200817577925396,0.03934593765968319,0.007198620958573251,0.014626980071538068,0.09485181400102197,0.011510625270146362,0.025932549821154827,0.020375574859478794,0.03953569882799159,0.048671435871231475
