p,phat,new_p,new_phat,phat_mc,new_p_mc,new_phat_mc,phat_de,new_p_de,new_phat_de,phat_bs,new_p_bs,new_phat_bs
1e-10,0.0,2.911053910862806e-10,0.0,0.0,1.6080626080018017e-10,0.0,0.0,1.668868868801982e-10,0.0,0.0,1.343009676308709e-10,0.0
0.001001001100900901,0.0004767296347059174,0.001456984134777771,0.0007746856563971158,0.0007150944520588761,0.0006086714400264766,0.00035754722602943806,0.0008938680650735951,0.0006695385740291243,0.0006555032477206364,0.001668553721470711,0.0003433531636046791,0.0007150944520588761
0.002002002101801802,0.0012514152911030333,0.0028249330453029896,0.0017281449258089506,0.0013705976997795126,0.0012276447010726825,0.0008938680650735951,0.00184732733448543,0.001615684519574466,0.0014897801084559918,0.003515881055956141,0.0006867061929083906,0.0012514152911030333
0.003003003102702703,0.0019069185388236696,0.004198028442879762,0.0026816041952207855,0.0017281449258089506,0.0018653003269224326,0.0013110064954412728,0.0026816041952207855,0.0026114204176914055,0.002562421786544306,0.004946069960073893,0.001031629931472167,0.0017281449258089506
0.004004004103603603,0.0026220129908825457,0.0053059400955026755,0.003337107442941422,0.0023240569691913475,0.002341357936330124,0.0016089625171324712,0.004052201895000298,0.003539933664679509,0.003337107442941422,0.006376258864191645,0.0013935425839814845,0.0020856921518383888
0.005005005104504504,0.0032179250342649424,0.006327092549216939,0.003873428281985579,0.00363506346463262,0.002773318199002535,0.001668553721470711,0.004707705142720934,0.004332279436837289,0.004111793099338537,0.007985221381324117,0.0017554552364908017,0.0029199690125737443
0.006006006105405405,0.003813837077647339,0.0076680559362190745,0.0045289315297062155,0.0045289315297062155,0.0032269508215648293,0.00184732733448543,0.0056611644121327695,0.0049699350626870396,0.004707705142720934,0.009057863059412431,0.002114331947231743,0.0035754722602943803
0.007007007106306307,0.0043501579166914965,0.009449723650719605,0.005363208390441571,0.005244025981765091,0.003705192540952142,0.002026100947500149,0.006912579703235802,0.005456944292528718,0.005124843573088612,0.010130504737500745,0.0024667205825697628,0.0039926106906620585
0.008008008107207207,0.004648113938382695,0.011615419587270312,0.006674214885882844,0.0061974852511769265,0.004197236580088365,0.0025028305822060665,0.007925630176985877,0.00593518601191603,0.0056611644121327695,0.011203146415589059,0.0028191092179077823,0.004469340325367976
0.009009009108108108,0.005124843573088612,0.014185356720972195,0.008044812585662356,0.006912579703235802,0.004712266124043932,0.0033966986472796614,0.008879089446397712,0.006606416922518155,0.006376258864191645,0.012216196889339134,0.0031913207650744015,0.005184434777426852
0.010010010109009008,0.005601573207794529,0.015268665205980126,0.008342768607353555,0.00738930933794172,0.005142613548572834,0.003813837077647339,0.009713366307133067,0.007229297669801301,0.007091353316250521,0.013586794589118645,0.003585166886922776,0.0058399380251474885
0.01101101110990991,0.006435850068529885,0.016922606312614944,0.009057863059412431,0.008283177403015315,0.005461441361497709,0.0039926106906620585,0.010786007985221382,0.0077443272137568695,0.007448900542279959,0.015076574697574638,0.0039790130087711505,0.006376258864191645
0.012012012110810811,0.006912579703235802,0.018960026355470824,0.009832548715809547,0.009117454263750671,0.005780269174422585,0.0043501579166914965,0.011858649663309696,0.008280302478587872,0.008342768607353555,0.01656635480603063,0.004309883882104612,0.006852988498897563
0.013013013111711711,0.00727012692926524,0.02001277496709207,0.010249687146177223,0.009951731124486026,0.006162398787068057,0.004588522734044455,0.01269292652404505,0.008838251151206403,0.008759907037721233,0.017936952505810143,0.004636487983149606,0.007448900542279959
0.014014014112612614,0.007866038972647637,0.020969775916647122,0.010666825576544902,0.011203146415589059,0.006698029512781848,0.005184434777426852,0.013705976997795126,0.00962851425325503,0.009534592694118348,0.019307550205589656,0.0049630920841946,0.007866038972647637
0.015015015113513514,0.008342768607353555,0.022077132394838887,0.011679876050294977,0.011679876050294977,0.007173663821151402,0.00542279959477981,0.01459984506286872,0.010358570577487876,0.010130504737500745,0.020976103927060365,0.005289696185239594,0.008402359811691794
0.016016016114414416,0.008521542220368274,0.023208484887290062,0.012037423276324415,0.012514152911030332,0.007567509942999777,0.0056611644121327695,0.015255348310589356,0.010967241856708094,0.010726416780883142,0.02210833680948692,0.0056163002862845875,0.008700315833382993
0.01701701711531532,0.009057863059412431,0.024515117073310243,0.01287170013705977,0.013110064954412729,0.007961356064848152,0.0061974852511769265,0.01608962517132471,0.011528837967093444,0.011381920028603778,0.023538525713604673,0.005942904387329582,0.009057863059412431
0.018018018116216217,0.009355819081103629,0.02575849143085037,0.013229247363089208,0.014421071449854002,0.008544580775508884,0.006674214885882844,0.016983493236398306,0.012124173904162554,0.011977832071986175,0.024968714617722425,0.006290311308082668,0.009415410285441869
0.01901901911711712,0.009892139920147786,0.027154812055192618,0.014123115428162802,0.015374530719265837,0.009122342851881744,0.006912579703235802,0.018115726118824862,0.01296109691309035,0.012633335319706812,0.026577677134854896,0.006642699943420688,0.009772957511471307
0.02002002011801802,0.010249687146177223,0.027942504298889365,0.014301889041177521,0.015851260353971754,0.009600584571269057,0.00727012692926524,0.019069185388236695,0.013674071478285551,0.013288838567427448,0.02759072760860497,0.006995088578758707,0.010130504737500745
0.02102102111891892,0.010726416780883142,0.030004980488468454,0.015136165901912878,0.016804719623383587,0.010076453318875425,0.007627674155294678,0.02020141827066325,0.014315399246987857,0.013825159406471605,0.028544186878016804,0.00733874721133287,0.010428460759191942
0.022022022119819823,0.011620284845956737,0.03149195277137976,0.015851260353971754,0.017519814075442466,0.010538203944490763,0.008044812585662356,0.021095286335736846,0.014897606557546324,0.014480662654192242,0.0294380549430904,0.007682100240636582,0.01084559918955962
