p,phat_mc,new_p_mc,new_phat_mc,phat_de,new_p_de,new_phat_de,phat_bs,new_p_bs,new_phat_bs
1e-10,0.0,0.0015015040958458457,0.0,0.0,7.236236235612612e-10,0.0,0.0,3.078745411870871e-10,0.0
0.001001001100900901,0.0,0.029501975789967952,0.0012774655084312723,6.387327542156362e-05,0.006742979937776766,0.0007664793050587634,0.0002554931016862545,0.0018108701845568043,0.0005748594787940726
0.002002002101801802,0.0,0.04414274485858747,0.0017245784363822177,0.00019161982626469086,0.017371726645478966,0.0021078180889115995,0.0005748594787940726,0.004740977624163152,0.001980071538068472
0.003003003102702703,0.0,0.08135312654291033,0.0031936637710781807,0.0003832396525293817,0.023304836931882112,0.0027465508431272355,0.0010858456821665815,0.006360715479663147,0.002491057741440981
0.004004004103603603,0.0,0.09152270475232227,0.003513030148185999,0.0004471129279509453,0.02900147435408206,0.00370464997445069,0.0017245784363822177,0.007831989683042368,0.002682677567705672
0.005005005104504504,0.0,0.10596833202346334,0.004215636177823199,0.0006387327542156362,0.03555043938196237,0.0048543689320388345,0.001980071538068472,0.008872402801992816,0.00300204394481349
0.006006006105405405,0.0,0.12737963383103285,0.004982115482881962,0.0006387327542156362,0.03562912608843761,0.0048543689320388345,0.002363311190597854,0.011150289734078724,0.003513030148185999
0.007007007106306307,6.387327542156362e-05,0.14108252683794112,0.00600408788962698,0.000830352580480327,0.035707812794912856,0.0048543689320388345,0.0025549310168625446,0.012621564041395215,0.004087889626980072
0.008008008107207207,0.00019161982626469086,0.17641015107421124,0.007281553398058253,0.0009580991313234543,0.0357864995013881,0.0048543689320388345,0.002682677567705672,0.013569268010540815,0.004471129279509453
0.009009009108108108,0.00019161982626469086,0.1940093262655678,0.00849514563106796,0.0011497189575881452,0.035865186207863345,0.0048543689320388345,0.0031297904956566172,0.016047579363538764,0.0049182422074603984
0.010010010109009008,0.00019161982626469086,0.22062653405973448,0.009964230965763925,0.0012774655084312723,0.035943872914338586,0.0048543689320388345,0.003321410321921308,0.01869988146906401,0.005429228410832907
0.01101101110990991,0.0004471129279509453,0.2355278235810149,0.01041134389371487,0.0014052120592743995,0.036022559620813834,0.0049182422074603984,0.003513030148185999,0.020670320221741464,0.005812468063362289
0.012012012110810811,0.0004471129279509453,0.25408892444931724,0.01111394992335207,0.0017245784363822177,0.036101246327289074,0.0049182422074603984,0.003960143076136944,0.022789756944638213,0.006387327542156361
0.013013013111711711,0.0004471129279509453,0.25931261645492254,0.011497189575881452,0.0017245784363822177,0.036179933033764315,0.0049182422074603984,0.004279509453244763,0.024715072398484108,0.006962187020950434
0.014014014112612614,0.0004471129279509453,0.26872969164706584,0.011816555952989269,0.0017884517118037812,0.03625861974023956,0.0049182422074603984,0.004535002554931017,0.02707097220105046,0.007153806847215125
0.015015015113513514,0.0004471129279509453,0.28718959421558754,0.012519161982626469,0.001980071538068472,0.036337306446714804,0.0049182422074603984,0.004662749105774144,0.02796275487443656,0.0076009197751660705
0.016016016114414416,0.0004471129279509453,0.3122111131458651,0.013605007664793051,0.002043944813490036,0.03641599315319005,0.0049182422074603984,0.0049182422074603984,0.03157399173578222,0.00881451200817578
0.01701701711531532,0.0005748594787940726,0.3283603937176433,0.014435360245273378,0.0021078180889115995,0.03649467985966529,0.0049182422074603984,0.005173735309146653,0.03383704046266524,0.009261624936126724
0.018018018116216217,0.0005748594787940726,0.34372210146306575,0.015137966274910578,0.002171691364333163,0.03657336656614054,0.0049182422074603984,0.005429228410832907,0.03491028585960992,0.009453244762391415
0.01901901911711712,0.0006387327542156362,0.3528413304947856,0.01571282575370465,0.0022355646397547264,0.03665205327261578,0.0049182422074603984,0.005429228410832907,0.037533696826189795,0.010155850792028616
0.02002002011801802,0.0007026060296371997,0.3693187695030126,0.01628768523249872,0.002363311190597854,0.03673073997909103,0.004982115482881962,0.005556974961676035,0.039280856063790386,0.010858456821665814
0.02102102111891892,0.0008942258559018906,0.39624008643020536,0.01762902401635156,0.002363311190597854,0.03680942668556627,0.004982115482881962,0.005876341338783853,0.041031271760277474,0.011497189575881452
0.022022022119819823,0.0008942258559018906,0.41521100777591263,0.01852324987225345,0.0025549310168625446,0.03688811339204152,0.004982115482881962,0.0062595809913132345,0.04259189143870315,0.011880429228410833
0.02302302312072072,0.0009580991313234543,0.429223852987173,0.019034236075625956,0.0027465508431272355,0.03696680009851676,0.004982115482881962,0.006387327542156361,0.044856000776892474,0.012583035258048032
0.024024024121621624,0.001021972406745018,0.4387736088037216,0.019353602452733775,0.0027465508431272355,0.03804254806071434,0.005748594787940726,0.00670669391926418,0.04688171695101889,0.01322176801226367
0.025025025122522526,0.0010858456821665815,0.4523111709956828,0.019864588656106286,0.0030659172202350538,0.04199494830066303,0.006515074092999489,0.007026060296371998,0.04868398625239398,0.013796627491057742
0.026026026123423425,0.0010858456821665815,0.4623900685584256,0.0201839550332141,0.0031936637710781807,0.050156763920505804,0.00740929994890138,0.007026060296371998,0.053100481492396975,0.014946346448645887
0.027027027124324327,0.0010858456821665815,0.4744203678817385,0.02063106796116505,0.003513030148185999,0.05443281189089361,0.007920286152273888,0.007153806847215125,0.055149744585110794,0.015265712825753704
0.02802802812522523,0.0010858456821665815,0.4891037189901819,0.021333673990802247,0.003513030148185999,0.05867328860279452,0.008175779253960144,0.0076009197751660705,0.056429946500785325,0.015648952478283087
0.029029029126126128,0.0012774655084312723,0.49834920070658734,0.02171691364333163,0.00370464997445069,0.06734362089771877,0.008942258559018906,0.007856412876852325,0.057983409231221576,0.01628768523249872
0.03003003012702703,0.0012774655084312723,0.5072249442218962,0.022164026571282577,0.004024016351558508,0.07510994511406194,0.010028104241185488,0.007984159427695453,0.06042278544309967,0.016798671435871233
